score,hotness,uniqueness,log
0.10254337248529476,0.12589483354630246,0.8145161290322581,23/04/27 06:23:33 INFO util.HostsFileReader: Refreshing hosts (include/exclude) list
0.08444010260740138,0.13297942406284902,0.6349862258953168,"2023-04-27 06:24:03,361 INFO org.apache.hadoop.hdfs.server.namenode.TransferFsImage: Opening connection to http://localhost:50090/getimage?getimage=1&txid=2&storageInfo=-40:874404115:0:CID-486885bd-8d0e-4561-b238-8aba13639823"
0.08419073104390314,0.12589483354630246,0.6687385706970961,23/04/27 06:23:33 INFO common.Storage: Lock on /tmp/hadoop-jjwong0915/dfs/namesecondary/in_use.lock acquired by nodename 127592@hadoop-1.us-east1-b.c.workstation-360918.internal
0.08319167318764359,0.13297942406284902,0.6255980861244019,"2023-04-27 06:24:03,014 INFO org.apache.hadoop.hdfs.server.namenode.FSEditLog: Number of transactions: 2 Total time for transactions(ms): 0Number of transactions batched in Syncs: 0 Number of syncs: 3 SyncTimes(ms): 13"
0.07673392886171933,0.12589483354630246,0.6095081640780565,23/04/27 06:23:33 INFO namenode.NameNode: Caching file names occuring more than 10 times
0.07537871096610693,0.13297942406284902,0.5668449197860963,"2023-04-27 06:24:03,015 INFO org.apache.hadoop.hdfs.server.namenode.FileJournalManager: Finalizing edits file /tmp/hadoop-jjwong0915/dfs/name/current/edits_inprogress_0000000000000000001 -> /tmp/hadoop-jjwong0915/dfs/name/current/edits_0000000000000000001-0000000000000000002"
0.07491132299790819,0.12589483354630246,0.5950309547083741,23/04/27 06:23:33 INFO mortbay.log: Logging to org.slf4j.impl.Log4jLoggerAdapter(org.mortbay.log) via org.mortbay.log.Slf4jLog
0.06673457574439816,0.12589483354630246,0.5300819252432155,23/04/27 06:23:33 INFO blockmanagement.DatanodeManager: dfs.block.invalidate.limit=1000
0.06480500481890611,0.12589483354630246,0.5147550776583034,23/04/27 06:23:33 INFO impl.MetricsSystemImpl: Scheduled snapshot period at 10 second(s).
0.06303570101680506,0.13297942406284902,0.474025974025974,"2023-04-27 06:24:03,476 INFO org.apache.hadoop.hdfs.server.namenode.NNStorageRetentionManager: Going to retain 2 images with txid >= 0"
0.061452612635104466,0.13297942406284902,0.4621212121212121,"2023-04-27 06:24:03,470 INFO org.apache.hadoop.hdfs.server.namenode.TransferFsImage: Downloaded file fsimage.ckpt_0000000000000000002 size 125 bytes."
0.05919087738507608,0.12589483354630246,0.47016129032258064,23/04/27 06:23:33 INFO namenode.FSNamesystem: fsOwner             = jjwong0915 (auth:SIMPLE)
0.05715028808785006,0.12589483354630246,0.45395260852250097,23/04/27 06:23:33 INFO blockmanagement.BlockManager: dfs.block.access.token.enable=false
0.05595055021758566,0.13297942406284902,0.42074592074592077,"2023-04-27 06:24:03,470 INFO org.apache.hadoop.hdfs.server.namenode.TransferFsImage: Transfer took 0.11s at 0.00 KB/s"
0.055837459080061554,0.13298037629822598,0.41989247311827954,23/04/27 06:23:34 INFO mortbay.log: Started SelectChannelConnector@0.0.0.0:50090
0.05271000087321669,0.12589483354630246,0.41868279569892475,23/04/27 06:23:33 INFO impl.MetricsConfig: loaded properties from hadoop-metrics2.properties
0.05174709556031454,0.12589483354630246,0.4110343061955965,23/04/27 06:23:33 INFO impl.MetricsSystemImpl: SecondaryNameNode metrics system started
0.051378413842464395,0.13297942406284902,0.38636363636363635,"2023-04-27 06:24:03,477 INFO org.apache.hadoop.hdfs.server.namenode.FileJournalManager: Purging logs older than 0"
